SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
Ngò hµnh c«ng kÝch. Háa	C«ng kÝch ngo¹i c«ng  	537		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_huo.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	4	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	3	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kÝch. Háa,hiÖu qu¶ s¸t th­¬ng nhÊt ®Þnh."	
Ngò hµnh c«ng kÝch. Thæ 	C«ng kÝch ngo¹i c«ng  	538		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_tu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	5	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	4	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kÝch. Thæ,hiÖu qu¶ s¸t th­¬ng nhÊt ®Þnh."	
Vßng trßn  miÔn dÞch 	Vßng trßn  håi phôc thuéc tÝnh	539	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr				40	2	1	2	0	180	0	0	0	0	7	540	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\npc\mianyiguanghuan.lua	fatallystrikeres_p		poisontimereduce_p																																							Vßng trßn  miÔn dÞch.	
Vßng trßn  miÔn dÞch 		540		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr		0	0	40	2	0	2	0	180	0	0	0	0	3	92	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyiguanghuan.lua	fatallystrikeres_p		poisontimereduce_p																																							Vßng trßn  miÔn dÞch.	
Hoµn thµnh nhiÖm vô  S¸t thñ  		541		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	80	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\cuiyan.lua																																										Vßng trßn  miÔn dÞch.	
TÝn sø lÖnh – méc		542		2					100	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																										
TÝn sø lÖnh – §ång		543		2					101	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																										
TÝn sø lÖnh – B¹c		544		2					102	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																										
TÝn sø lÖnh - Vµng		545		2					103	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																										
Ngù Tø lÖnh bµi - vµng 		546		2					104	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																										
S¸t thñ - Vßng trßn  miÔn dÞch 	Hç trî bÞ ®éng	547	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\killerbossmianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.	
Vßng trßn  t¨ng ®«i kinh nghiÖm (hoµn thµnh nhiÖm vô s¸t thñ) 		548	900	2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\cuiyan.lua																																											
Kim Cang BÊt Ph¸ 	Hç trî phßng ngù - bÞ  ®éng	549	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\jingangbupo.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\½ð¸Õ²»ÆÆ.lua	physicsres_p	jingangbupo																																								t¨ng kh¸ng s¸t th­¬ng vËt lý 	
B¸ch §éc BÊt X©m	Hç trî phßng ngù - bÞ  ®éng	550	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\baidubuqin.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\°Ù¶¾²»ÇÖ.lua	poisonres_p	baidubuqin																																								t¨ng kh¸ng ®éc 	
B¨ng TuyÕt S¬ Dung	Hç trî phßng ngù - bÞ  ®éng	551	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\bingxuechurong.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\±ùÑ©³õÈÚ.lua	coldres_p	bingxuechurong																																								t¨ng kh¸ng b¨ng	
Ch©n Háa Kh¸ng Lùc	Hç trî phßng ngù - bÞ  ®éng	552	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenhuokangli.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\Õæ»ð¿¹Á¦.lua	fireres_p	zhenhuokangli																																								t¨ng kh¸ng háa	
L«i §×nh Hé gi¸p	Hç trî phßng ngù - bÞ  ®éng	553	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\leitinghujia.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\À×öª»¤¼×.lua	lightingres_p	leitinghujia																																								t¨ng kh¸ng l«i	
Ng©n C©u ThiÕt Ho¹ch 	C«ng kÝch ngo¹i c«ng  	554	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\yingoutiehua.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	1	209	-1	1	1	9	0	1	2	0	0	0	8	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	0	1	\script\skill\partner\gold\Òø¹³Ìú»®.lua	physicsenhance_p	yingoutiehua	attackrating_p	yingoutiehua	seriesdamage_p	yingoutiehua	addskilldamage1	yingoutiehua	addskilldamage2	yingoutiehua	addskilldamage3	yingoutiehua	addskillexp1	yingoutiehua	skill_skillexp_v	yingoutiehua																									\script\skill\partner\gold\Òø¹³Ìú»®_Éý¼¶.lua	"NhËp m«n, c«ng kÝch ®èi thñ ®¬n lÎ "	
H¶i Thiªn NhÊt TuyÕn 	C«ng kÝch ngo¹i c«ng  	555	1006	0	\spr\Ui\skill\³ËÁú¾ö.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	1	210	-1	1	1	11	0	1	2	0	0	0	8	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	0	1	\script\skill\partner\gold\º£ÌìÒ»Ïß.lua	physicsenhance_p	haitianyixian	attackrating_p	haitianyixian	seriesdamage_p	haitianyixian	deadlystrike_p	haitianyixian	addskilldamage1	haitianyixian	addskilldamage2	haitianyixian	addskillexp1	haitianyixian	skill_skillexp_v	haitianyixian																									\script\skill\partner\gold\º£ÌìÒ»Ïß_Éý¼¶.lua	"Trung cÊp, s¸t th­ong ®èi ph­¬ng ®¬n lÎ "	
Ph¸ Kh«ng Tr¶m ¶nh 	C«ng kÝch ngo¹i c«ng  	556	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_42.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	2	211	-1	3	1	11	0	1	2	0	0	0	8	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	21		30					0	0	1	0	1	\script\skill\partner\gold\ÆÆ¿ÕÕ¶Ó°.lua	physicsenhance_p	pokongzhanying	attackrating_p	pokongzhanying	seriesdamage_p	pokongzhanying	deadlystrike_p	pokongzhanying	addskilldamage1	pokongzhanying	addskillexp1	pokongzhanying	skill_skillexp_v	pokongzhanying																											\script\skill\partner\gold\ÆÆ¿ÕÕ¶Ó°_Éý¼¶.lua	"Trung cÊp, s¸t th­ong ®èi ph­¬ng ®¬n lÎ "	
BÊt DiÖt S¸t ý 	C«ng kÝch ngo¹i c«ng  	557	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\bumieshayi.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	7	212	-1	1	1	11	0	1	4	0	0	0	8	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	0	1	\script\skill\partner\gold\²»ÃðÉ±Òâ.lua	physicsenhance_p	bumieshayi	attackrating_p	bumieshayi	seriesdamage_p	bumieshayi	deadlystrike_p	bumieshayi	addskillexp1	bumieshayi	skill_skillexp_v	bumieshayi	colddamage_v	bumieshayi																											\script\skill\partner\gold\²»ÃðÉ±Òâ_Éý¼¶.lua	"Cao cÊp, s¸t th­ong b¨ng trªn diÖn réng"	
TrÊn Ngôc Ph¸ Thiªn. 	chñ ®éng hç trî 	558	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenyupotianjin.spr				92	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\gold\ÕòÓüÆÆÌì¾¢.lua	poisontimereduce_p	zhenyupotianjin																																								"T©m ph¸p, gióp ban gi¶m thêi gian tróng ®éc"	
§¹i Bi Chó 	chñ ®éng hç trî 	559	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_41.spr				88	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\gold\´ó±¯Öä.lua	poisonres_p	dabeizhou																																								"T©m ph¸p, gióp b¹n t¨ng phßng ®éc "	
H¾c S¸t ThÇn Sa 	C«ng kÝch ngo¹i c«ng  	560	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_02.spr		\sound\skill\sound_k003.wav		0	0	0	0	0	300	0	0	0	0	1	213	-1	1	1	11	0	0	2	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\ºÚÉ·ÉñÉ°.lua	poisondamage_v	heishashensha	physicsenhance_p	heishashensha	attackrating_p	heishashensha	seriesdamage_p	heishashensha	addskilldamage1	heishashensha	addskilldamage2	heishashensha	addskilldamage3	heishashensha	addskillexp1	heishashensha	skill_skillexp_v	heishashensha																							\script\skill\partner\wood\ºÚÉ·ÉñÉ°_Éý¼¶.lua	"NhËp m«n, §éc s¸t ®èi ph­¬ng ®¬n lÎ "	
Thiªn Thï V¹n §éc  	C«ng kÝch ngo¹i c«ng  	561	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\qianzhuwandu.spr				0	0	0	0	0	300	0	0	0	0	1	214	-1	1	1	11	0	0	4	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\Ç§ÖëÍò¶¾.lua	poisondamage_v	qianzhuwandu	physicsenhance_p	qianzhuwandu	attackrating_p	qianzhuwandu	seriesdamage_p	qianzhuwandu	addskilldamage1	qianzhuwandu	addskilldamage2	qianzhuwandu	addskillexp1	qianzhuwandu	skill_skillexp_v	qianzhuwandu																									\script\skill\partner\wood\Ç§ÖëÍò¶¾_Éý¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "	
Bi Ma HuyÕt Quang 	C«ng kÝch ngo¹i c«ng  	562	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_21.spr				0	0	0	0	0	300	0	0	0	0	1	215	-1	2	1	11	0	0	4	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	45		0					0	0	1	1	1	\script\skill\partner\wood\±¯Ä§Ñª¹â.lua	poisondamage_v	beimoxueguang	poisontimereduce_p	beimoxueguang	physicsenhance_p	beimoxueguang	attackrating_p	beimoxueguang	seriesdamage_p	beimoxueguang	addskilldamage1	beimoxueguang	addskillexp1	beimoxueguang	skill_skillexp_v	beimoxueguang																									\script\skill\partner\wood\±¯Ä§Ñª¹â_Éý¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "	
C« Yªn Trôc V©n 	C«ng kÝch ngo¹i c«ng  	563	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\guyanzhuyun.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	0	0	0	350	0	0	0	0	1	216	-1	1	1	11	0	0	4	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\¹ÂÑÌÖðÔÆ.lua	poisondamage_v	guyanzhuyun	poisontimereduce_p	guyanzhuyun	physicsenhance_p	guyanzhuyun	attackrating_p	guyanzhuyun	firedamage_v	guyanzhuyun	seriesdamage_p	guyanzhuyun	addskillexp1	guyanzhuyun	skill_skillexp_v	guyanzhuyun																									\script\skill\partner\wood\¹ÂÑÌÖðÔÆ_Éý¼¶.lua	"cao cÊp, §éc s¸t trªn diÖn réng"	
LuyÖn Ngôc Hñ Cèt 	chñ ®éng hç trî 	564	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_31.spr				91	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\wood\Á¶Óü¸¯¹Æ.lua	lightingres_p	lianyufugu																																								"T©m ph¸p, gióp b¹n t¨ng phßng L«i  "	
Thùc Cèt HuyÕt NhÉn 	chñ ®éng hç trî 	565	1009	2	\spr\Ui\skill\Ñªµ¶¶¾É±.spr				94	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\wood\Ê´¹ÇÑªØð.lua	stuntimereduce_p	shiguxueren																																								"T©m ph¸p, gióp b¹n chèng h«n mª "	
TriÒu Khëi NguyÖt Doanh 	C«ng kÝch ngo¹i c«ng  	566	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\chaoqiyueying.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	280	0	0	0	0	1	217	-1	1	1	11	0	0	3	0	0	0	7	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\³±ÆðÔÂÓ¯.lua	colddamage_v	chaoqiyueying	physicsenhance_p	chaoqiyueying	attackrating_p	chaoqiyueying	seriesdamage_p	chaoqiyueying	addskilldamage1	chaoqiyueying	addskilldamage2	chaoqiyueying	addskilldamage3	chaoqiyueying	addskillexp1	chaoqiyueying	skill_skillexp_v	chaoqiyueying																							\script\skill\partner\water\³±ÆðÔÂÓ¯_Éý¼¶.lua	"NhËp m«n, §éc s¸t ®èi ph­¬ng ®¬n lÎ "	
V¹n LiÔu Phiªu Phong 	C«ng kÝch ngo¹i c«ng  	567	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_21.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	280	0	0	0	0	6	218	-1	1	1	11	-1	0	3	0	0	0	7	7	1	1	1	0	0	0	0	0	0	0	1	657	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\ÍòÁøÆ®·ç.lua	colddamage_v	wanliupiaofeng	physicsenhance_p	wanliupiaofeng	attackrating_p	wanliupiaofeng	seriesdamage_p	wanliupiaofeng	addskilldamage1	wanliupiaofeng	addskilldamage2	wanliupiaofeng	addskillexp1	wanliupiaofeng	skill_skillexp_v	wanliupiaofeng																									\script\skill\partner\water\ÍòÁøÆ®·ç_Éý¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "	
TuyÕt ¸nh Hång TrÇn  	C«ng kÝch ngo¹i c«ng  	568	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	300	0	0	0	0	6	219	-1	1	1	11	0	0	2	0	0	0	7	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\Ñ©Ó³ºì³¾.lua	colddamage_v	xueyinghongchen	physicsenhance_p	xueyinghongchen	attackrating_p	xueyinghongchen	freezetimereduce_p	xueyinghongchen	seriesdamage_p	xueyinghongchen	addskilldamage1	xueyinghongchen	addskillexp1	xueyinghongchen	skill_skillexp_v	xueyinghongchen																									\script\skill\partner\water\Ñ©Ó³ºì³¾_Éý¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "	
S­¬ng D· Tiªn Tung 	C«ng kÝch ngo¹i c«ng  	569	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\shuangyexianzong.spr	\spr\skill\´äÑÌ\mag_cy_05_±Ìº£³±Éú_a.spr			0	0	0	0	0	320	0	1	0	0	6	220	-1	1	1	11	-1	0	3	0	0	0	7	7	1	1	1	0	0	0	0	0	0	0	1	658	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\ËªÒ°ÏÉ×Ù.lua	colddamage_v	shuangyexianzong	physicsenhance_p	shuangyexianzong	attackrating_p	shuangyexianzong	freezetimereduce_p	shuangyexianzong	seriesdamage_p	shuangyexianzong	poisondamage_v	shuangyexianzong	addskillexp1	shuangyexianzong	skill_skillexp_v	shuangyexianzong																									\script\skill\partner\water\ËªÒ°ÏÉ×Ù_Éý¼¶.lua	"cao cÊp, §éc s¸t cùc m¹nh"	
NghÞch ChuyÓn T©m Kinh 	chñ ®éng hç trî 	570	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_23.spr				95	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\water\Äæ×ªÐÄ¾­.lua	fastwalkrun_p	nizhuanxinjing																																								"t©m ph¸p tèi cao, gióp b¹n t¨ng tèc di chuyÓn "	
HuyÒn B¨ng ¢m KhÝ 	chñ ®éng hç trî 	571	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_32.spr				90	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\water\Ðþ±ùÒõÆø.lua	fireres_p	xuanbingyinqi																																								"t©m ph¸p tèi cao, gióp b¹n t¨ng phßng háa  "	
Viªm Long Chi Bµo  	C«ng kÝch ngo¹i c«ng  	572	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\yanlongzhipao.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	0	0	0	180	0	0	0	0	1	221	-1	1	1	9	0	0	2	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	20	0	0		0					0	0	1	3	1	\script\skill\partner\fire\Ñ×ÁúÖ®ÅØ.lua	firedamage_v	yanlongzhipao	physicsenhance_p	yanlongzhipao	attackrating_p	yanlongzhipao	seriesdamage_p	yanlongzhipao	addskilldamage1	yanlongzhipao	addskilldamage2	yanlongzhipao	addskilldamage3	yanlongzhipao	addskillexp1	yanlongzhipao	skill_skillexp_v	yanlongzhipao																							\script\skill\partner\fire\Ñ×ÁúÖ®ÅØ_Éý¼¶.lua	"nhËp m«n, Ho¶ s¸t ®èi ph­¬ng ®¬n lÎ "	
TriÒu D­¬ng LiÖt DiÖm	C«ng kÝch ngo¹i c«ng  	573	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_07.spr	\spr\skill\Ø¤°ï\mag_gb_07_½ðÎÚÓ³Ñ©.spr			0	0	0	0	0	180	0	0	0	0	1	222	-1	1	1	9	0	0	2	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	-2	0	20	0	0		0					0	0	1	3	1	\script\skill\partner\fire\³¯ÑôÁÒÑæ.lua	firedamage_v	zhaoyanglieyan	physicsenhance_p	zhaoyanglieyan	attackrating_p	zhaoyanglieyan	seriesdamage_p	zhaoyanglieyan	addskilldamage1	zhaoyanglieyan	addskilldamage2	zhaoyanglieyan	addskillexp1	zhaoyanglieyan	skill_skillexp_v	zhaoyanglieyan																									\script\skill\partner\fire\³¯ÑôÁÒÑæ_Éý¼¶.lua	"trung cÊp, Ho¶ s¸t ®èi ph­¬ng ®¬n lÎ "	
Nh­ NhËt Trung Thiªn 	C«ng kÝch ngo¹i c«ng  	574	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	0	0	0	200	0	0	0	0	0	223	-1	4	1	11	0	0	3	0	0	0	9	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	10	-2	0	30	0	64		0					0	0	1	3	1	\script\skill\partner\fire\ÈçÈÕÖÐÌì.lua	firedamage_v	rurizhongtian	physicsenhance_p	rurizhongtian	attackrating_p	rurizhongtian	seriesdamage_p	rurizhongtian	fasthitrecover_v	rurizhongtian	addskilldamage1	rurizhongtian	addskillexp1	rurizhongtian	skill_skillexp_v	rurizhongtian																									\script\skill\partner\fire\ÈçÈÕÖÐÌì_Éý¼¶.lua	"trung cÊp, Ho¶ s¸t ®èi ph­¬ng ®¬n lÎ "	
